Fecha,Hora,Delito,Delitos_code,POINT_X,POINT_Y,Area Policiaca
2016-07-21,06:40:00,4,Agresion Agravada,18.45008604,-66.17016656,Bayamon
2016-07-21,04:51:00,1,Asesinato,18.42741617,-66.013187,Carolina
2016-07-21,10:00:00,4,Agresion Agravada,18.39811291,-65.91685828,Carolina
2016-07-21,10:00:00,4,Agresion Agravada,18.39811291,-65.91685828,Carolina
2016-07-21,16:10:00,9,Otros,NA,NA,Carolina
2016-07-21,22:08:00,3,Robo,18.36633217,-67.19158706,Aguadilla
2016-07-21,22:45:00,6,Apropiacion Ilegal,18.12267754,-66.13753147,Guayama
2016-07-21,18:00:00,9,Otros,NA,NA,Carolina
2016-07-21,21:05:00,6,Apropiacion Ilegal,18.11870142,-66.14522221,Guayama
2016-07-21,11:30:00,8,Incendio Malicioso,18.19486044,-67.13976161,Mayaguez
2016-07-21,07:46:00,5,Escalamiento,18.40721646,-66.05610726,San Juan
2016-07-21,08:44:00,9,Otros,NA,NA,Carolina
2016-07-21,13:23:00,6,Apropiacion Ilegal,18.23272633,-66.03543355,Caguas
2016-07-21,16:55:00,7,Vehiculo Hurtado,18.44796541,-66.6553924,Arecibo
2016-07-21,05:08:00,5,Escalamiento,18.43941947,-66.44380762,Arecibo
2016-07-21,18:18:00,7,Vehiculo Hurtado,18.46754948,-67.02324357,Aguadilla
2016-07-21,12:16:00,6,Apropiacion Ilegal,18.26973885,-66.7117028,Utuado
2016-07-21,06:58:00,7,Vehiculo Hurtado,18.16772876,-66.16241592,Caguas
2016-07-21,11:40:00,9,Otros,NA,NA,Carolina
2016-07-21,10:33:00,6,Apropiacion Ilegal,18.41673114,-66.05243529,San Juan
2016-07-21,23:11:00,3,Robo,18.20453902,-66.36454859,Aibonito
2016-07-21,12:16:00,9,Otros,18.26980681,-66.71160262,Utuado
2016-07-21,09:00:00,6,Apropiacion Ilegal,18.39985611,-65.98444799,Carolina
2016-07-21,13:58:00,6,Apropiacion Ilegal,18.09288633,-66.4559527,Ponce
2016-07-21,23:00:00,9,Otros,18.3529992,-67.226965,Aguadilla
2016-07-21,09:32:00,9,Otros,18.42923878,-67.15348745,Aguadilla
2016-07-21,22:51:00,5,Escalamiento,18.37340843,-66.20766051,Bayamon
2016-07-21,20:00:00,6,Apropiacion Ilegal,NA,NA,Humacao
2016-07-21,19:45:00,6,Apropiacion Ilegal,18.33668545,-66.98977526,Aguadilla
2016-07-21,17:36:00,4,Agresion Agravada,18.34409741,-66.08068144,San Juan
2016-07-21,21:40:00,8,Incendio Malicioso,NA,NA,Utuado
2016-07-21,10:00:00,9,Otros,18.36983547,-66.01620949,Carolina
2016-07-21,19:00:00,9,Otros,NA,NA,Aguadilla
2016-07-21,19:15:00,6,Apropiacion Ilegal,18.01072206,-66.63062408,Ponce
2016-07-21,11:36:00,9,Otros,NA,NA,Aguadilla
2016-07-21,23:05:00,9,Otros,NA,NA,Utuado
2016-07-21,11:06:00,4,Agresion Agravada,18.46118597,-66.08752887,San Juan
2016-07-21,21:53:00,9,Otros,18.37961538,-65.96082693,Carolina
2016-07-21,08:26:00,5,Escalamiento,18.19410999,-67.13358463,Mayaguez
2016-07-21,18:51:00,7,Vehiculo Hurtado,NA,NA,Fajardo
2016-07-21,11:40:00,6,Apropiacion Ilegal,18.05690871,-66.65679841,Ponce
2016-07-21,19:00:00,5,Escalamiento,18.31648425,-67.00418767,Aguadilla
2016-07-21,14:07:00,7,Vehiculo Hurtado,18.45313332,-66.08101868,San Juan
2016-07-21,10:00:00,6,Apropiacion Ilegal,18.4689934,-67.07877166,Aguadilla
2016-07-21,12:42:00,6,Apropiacion Ilegal,18.35653629,-66.06366208,San Juan
2016-07-21,18:00:00,9,Otros,18.38956665,-65.9585552,Carolina
2016-07-21,10:30:00,6,Apropiacion Ilegal,18.15376298,-67.13719805,Mayaguez
2016-07-21,13:40:00,6,Apropiacion Ilegal,18.46009543,-66.08733005,San Juan
2016-07-21,04:00:00,6,Apropiacion Ilegal,18.11134801,-66.16673522,Guayama
2016-07-21,00:47:00,9,Otros,18.31061312,-65.99730492,Carolina
2016-07-21,22:37:00,5,Escalamiento,18.36966277,-65.62773591,Fajardo
2016-07-21,11:03:00,6,Apropiacion Ilegal,18.42621495,-66.07524142,San Juan
2016-07-21,07:41:00,7,Vehiculo Hurtado,18.40334073,-66.23603036,Bayamon
2016-07-21,08:14:00,6,Apropiacion Ilegal,18.39558429,-65.99937598,Carolina
2016-07-21,22:52:00,5,Escalamiento,18.22254076,-65.90061201,Caguas
2016-07-21,10:00:00,9,Otros,18.39407422,-65.99783314,Carolina
2016-07-21,14:56:00,6,Apropiacion Ilegal,18.20244806,-66.05212234,Caguas
2016-07-21,00:12:00,9,Otros,18.4795224,-67.15089266,Aguadilla
2016-07-21,14:59:00,6,Apropiacion Ilegal,18.42574595,-66.06679409,San Juan
2016-07-21,23:00:00,6,Apropiacion Ilegal,18.10868901,-66.16006673,Guayama
2016-07-21,02:11:00,4,Agresion Agravada,18.39789446,-66.09798297,San Juan
2016-07-21,15:50:00,3,Robo,18.48410671,-66.58009036,Arecibo
2016-07-21,23:27:00,9,Otros,18.26253,-66.69301825,Utuado
2016-07-21,13:12:00,7,Vehiculo Hurtado,18.37861505,-65.84667637,Fajardo
2016-07-21,21:24:00,9,Otros,NA,NA,Carolina
2016-07-21,04:00:00,7,Vehiculo Hurtado,18.35602627,-66.4436952,Arecibo
2016-07-21,02:46:00,6,Apropiacion Ilegal,18.39008473,-66.02964209,San Juan
2016-07-21,03:50:00,5,Escalamiento,18.0456111,-66.47013444,Ponce
2016-07-21,07:30:00,6,Apropiacion Ilegal,18.39104761,-65.97362174,Carolina
2016-07-21,21:20:00,9,Otros,18.42964902,-67.15472496,Aguadilla
2016-07-21,09:00:00,6,Apropiacion Ilegal,18.38440229,-67.21227797,Aguadilla
2016-07-21,10:20:00,3,Robo,NA,NA,Fajardo
2016-07-21,01:28:00,6,Apropiacion Ilegal,18.46350939,-66.08678171,San Juan
2016-07-21,13:35:00,6,Apropiacion Ilegal,18.05549339,-66.72112161,Ponce
2016-07-21,01:23:00,3,Robo,18.39659999,-66.37626734,Bayamon
2016-07-21,00:43:00,6,Apropiacion Ilegal,18.3561202,-66.26813388,Bayamon
2016-07-21,09:27:00,9,Otros,18.42466122,-65.83361778,Carolina
2016-07-21,11:25:00,7,Vehiculo Hurtado,18.36707958,-65.98580556,Carolina
2016-07-21,07:00:00,5,Escalamiento,18.42692034,-66.09348153,San Juan
2016-07-21,19:06:00,4,Agresion Agravada,17.97707782,-66.99081008,Mayaguez
2016-07-21,01:00:00,4,Agresion Agravada,18.01139577,-66.84508848,Ponce
2016-07-21,01:00:00,4,Agresion Agravada,18.01139577,-66.84508848,Ponce
2016-07-21,16:20:00,5,Escalamiento,18.23036427,-66.04562714,Caguas
2016-07-21,23:27:00,4,Agresion Agravada,18.26247948,-66.6929988,Utuado
2016-07-21,13:00:00,7,Vehiculo Hurtado,18.05197798,-66.4987223,Ponce
2016-07-21,08:00:00,6,Apropiacion Ilegal,NA,NA,Humacao
2016-07-21,06:00:00,5,Escalamiento,18.0456111,-66.47013444,Ponce
2016-07-21,14:27:00,7,Vehiculo Hurtado,18.41301372,-66.06534228,San Juan
2016-07-21,07:40:00,9,Otros,18.39046903,-65.96004602,Carolina
2016-07-21,19:06:00,4,Agresion Agravada,17.97707782,-66.99081008,Mayaguez
2016-07-21,01:52:00,9,Otros,18.33086769,-66.86788919,Utuado
2016-07-21,19:06:00,4,Agresion Agravada,17.97707782,-66.99081008,Mayaguez
2016-07-21,07:00:00,6,Apropiacion Ilegal,18.33321864,-66.38143321,Arecibo
2016-07-21,19:06:00,4,Agresion Agravada,17.97707782,-66.99081008,Mayaguez
2016-07-21,16:46:00,9,Otros,18.42964902,-67.15472496,Aguadilla
2016-07-21,20:00:00,6,Apropiacion Ilegal,18.47619018,-66.85260286,Arecibo
2016-07-21,13:11:00,6,Apropiacion Ilegal,18.20383739,-66.02065615,Caguas
2016-07-21,14:00:00,9,Otros,NA,NA,Carolina
2016-07-21,19:06:00,4,Agresion Agravada,17.97707782,-66.99081008,Mayaguez
2016-07-21,21:44:00,6,Apropiacion Ilegal,18.44801246,-66.07576029,San Juan
2016-07-21,16:00:00,6,Apropiacion Ilegal,17.99584152,-66.62247739,Ponce
2016-07-21,18:42:00,9,Otros,18.40548422,-66.0801237,San Juan
2016-07-21,10:55:00,6,Apropiacion Ilegal,18.00497041,-66.61852202,Ponce
2016-07-21,16:46:00,6,Apropiacion Ilegal,18.44897801,-66.05109321,San Juan
2016-07-21,14:24:00,9,Otros,NA,NA,Utuado
2016-07-21,00:15:00,6,Apropiacion Ilegal,18.01944117,-66.84189176,Ponce
2016-07-21,02:55:00,9,Otros,18.36593264,-67.224929650000007,Aguadilla
2016-07-21,11:21:00,5,Escalamiento,18.32480186,-66.19041125,Bayamon
2016-07-21,14:15:00,9,Otros,NA,NA,Aguadilla
2016-07-21,02:26:00,5,Escalamiento,18.42170311,-66.06473135,San Juan
2016-07-21,22:25:00,9,Otros,18.41834585,-67.15398208,Aguadilla
2016-07-21,17:10:00,8,Incendio Malicioso,NA,NA,Utuado
2016-07-21,18:30:00,9,Otros,18.39213906,-65.97541023,Carolina
2016-07-21,17:00:00,6,Apropiacion Ilegal,18.48983562,-66.85967794,Arecibo
2016-07-21,17:09:00,6,Apropiacion Ilegal,18.45203061,-66.06385605,San Juan
2016-07-21,18:25:00,6,Apropiacion Ilegal,18.2145072,-66.04448057,Caguas
2016-07-21,12:23:00,7,Vehiculo Hurtado,18.41339682,-66.14297874,Bayamon
2016-07-21,15:35:00,7,Vehiculo Hurtado,18.24441413,-66.02561645,Caguas
2016-07-21,09:00:00,9,Otros,18.34578485,-67.06025078,Aguadilla
2016-07-21,03:00:00,7,Vehiculo Hurtado,18.38183614,-65.84443619,Fajardo
2016-07-21,14:50:00,6,Apropiacion Ilegal,18.25239042,-66.03464513,Caguas
2016-07-21,13:00:00,6,Apropiacion Ilegal,18.4163306,-65.98343523,Carolina
2016-07-21,00:51:00,5,Escalamiento,17.98415335,-66.11395062,Guayama
2016-07-21,16:00:00,9,Otros,NA,NA,Carolina
2016-07-21,07:13:00,6,Apropiacion Ilegal,18.4475048,-66.07592768,San Juan
2016-07-21,01:52:00,9,Otros,NA,NA,Utuado
2016-07-21,07:00:00,6,Apropiacion Ilegal,18.39435323,-65.97672338,Carolina
2016-07-21,07:00:00,4,Agresion Agravada,NA,NA,Fajardo
2016-07-21,16:00:00,4,Agresion Agravada,18.00152229,-66.87416484,Ponce
2016-07-21,20:39:00,9,Otros,NA,NA,Carolina
2016-07-20,17:43:00,8,Incendio Malicioso,18.43919472,-66.53906494,Arecibo
2016-07-20,12:11:00,6,Apropiacion Ilegal,18.41353528,-66.2539008,Bayamon
2016-07-20,16:00:00,3,Robo,18.39841928,-66.0459966,San Juan
2016-07-20,17:45:00,5,Escalamiento,18.02557294,-66.78844142,Ponce
2016-07-20,23:22:00,9,Otros,18.43123576,-66.01405365,Carolina
2016-07-20,11:30:00,5,Escalamiento,18.46693582,-66.84936932,Arecibo
2016-07-20,15:09:00,7,Vehiculo Hurtado,18.37448028,-65.72839669,Fajardo
2016-07-20,06:15:00,6,Apropiacion Ilegal,18.37601462,-65.97964495,Carolina
2016-07-20,18:52:00,6,Apropiacion Ilegal,18.4566239,-66.18257341,Bayamon
2016-07-20,11:41:00,6,Apropiacion Ilegal,18.40356278,-66.09980924,Bayamon
2016-07-20,15:00:00,9,Otros,18.37039887,-65.9009824,Carolina
2016-07-20,18:04:00,9,Otros,18.17599866,-66.72990385,Utuado
2016-07-20,18:45:00,6,Apropiacion Ilegal,18.15513338,-67.14512039,Mayaguez
2016-07-20,14:20:00,6,Apropiacion Ilegal,18.39435323,-65.97672338,Carolina
2016-07-20,09:31:00,6,Apropiacion Ilegal,18.44775394,-66.07557109,San Juan
2016-07-20,20:26:00,7,Vehiculo Hurtado,18.18574254,-65.96858316,Caguas
2016-07-20,16:36:00,6,Apropiacion Ilegal,18.3671187,-66.10936902,Bayamon
2016-07-20,23:27:00,7,Vehiculo Hurtado,18.39697164,-66.08197655,San Juan
2016-07-20,13:40:00,6,Apropiacion Ilegal,18.38712828,-66.08275401,San Juan
2016-07-20,12:00:00,7,Vehiculo Hurtado,NA,NA,Humacao
2016-07-20,08:53:00,5,Escalamiento,18.26500593,-66.68605173,Utuado
2016-07-20,07:00:00,6,Apropiacion Ilegal,18.06614953,-66.53738489,Ponce
2016-07-20,20:32:00,6,Apropiacion Ilegal,18.50194907,-67.12125494,Aguadilla
2016-07-20,22:00:00,3,Robo,18.45500625,-66.74881683,Arecibo
2016-07-20,05:50:00,5,Escalamiento,18.43636631,-66.00923203,Carolina
2016-07-20,18:43:00,9,Otros,NA,NA,Utuado
2016-07-20,23:30:00,5,Escalamiento,18.45394663,-66.54015215,Arecibo
2016-07-20,22:50:00,9,Otros,NA,NA,Carolina
2016-07-20,03:56:00,3,Robo,18.44751081,-66.03533824,Carolina
2016-07-20,22:47:00,6,Apropiacion Ilegal,18.27325962,-65.96824172,Caguas
2016-07-20,16:59:00,4,Agresion Agravada,18.41811046,-66.15106254,Bayamon
2016-07-20,18:04:00,6,Apropiacion Ilegal,18.39952958,-66.15348834,Bayamon
2016-07-20,11:17:00,9,Otros,NA,NA,Carolina
2016-07-20,15:00:00,9,Otros,18.38347118,-65.95423017,Carolina
2016-07-20,23:23:00,9,Otros,NA,NA,Utuado
2016-07-20,11:06:00,9,Otros,NA,NA,Utuado
2016-07-20,12:11:00,9,Otros,18.33334856,-65.94969486,Carolina
2016-07-20,07:15:00,6,Apropiacion Ilegal,18.44857722,-66.05827084,San Juan
2016-07-20,07:00:00,5,Escalamiento,18.41136393,-65.97428561,Carolina
2016-07-20,00:47:00,5,Escalamiento,18.22103544,-66.2255948,Aibonito
2016-07-20,11:35:00,6,Apropiacion Ilegal,18.34007881,-66.06993414,San Juan
2016-07-20,01:46:00,6,Apropiacion Ilegal,18.43952086,-67.12920038,Aguadilla
2016-07-20,19:00:00,9,Otros,NA,NA,Utuado
2016-07-20,13:59:00,6,Apropiacion Ilegal,18.26121323,-66.27823837,Bayamon
2016-07-20,15:00:00,9,Otros,NA,NA,Aguadilla
2016-07-20,16:26:00,6,Apropiacion Ilegal,18.46773653,-66.13662037,Bayamon
2016-07-20,14:20:00,9,Otros,NA,NA,Aguadilla
2016-07-20,10:18:00,6,Apropiacion Ilegal,18.41285935,-66.0261574,San Juan
2016-07-20,17:00:00,9,Otros,NA,NA,Aguadilla
2016-07-20,08:00:00,5,Escalamiento,18.37081473,-65.98197817,Carolina
2016-07-20,15:00:00,4,Agresion Agravada,18.03871022,-66.61051119,Ponce
2016-07-20,09:00:00,5,Escalamiento,18.33675141,-66.40431702,Arecibo
2016-07-20,14:00:00,9,Otros,18.37743567,-65.95581774,Carolina
2016-07-20,02:19:00,5,Escalamiento,18.24006766,-66.01734084,Caguas
2016-07-20,12:00:00,3,Robo,18.44646428,-66.54615309,Arecibo
2016-07-20,12:18:00,5,Escalamiento,18.22111173,-66.28553375,Aibonito
2016-07-20,14:00:00,5,Escalamiento,18.24718053,-67.11723614,Mayaguez
2016-07-20,16:30:00,6,Apropiacion Ilegal,18.02450246,-66.25086147,Guayama
2016-07-20,07:05:00,9,Otros,18.44368951,-66.97618411,Aguadilla
2016-07-20,10:38:00,3,Robo,18.39929758,-66.05435049,San Juan
2016-07-20,20:45:00,6,Apropiacion Ilegal,18.469327,-67.02327346,Aguadilla
2016-07-20,08:30:00,9,Otros,18.33761581,-66.99312574,Aguadilla
2016-07-20,14:03:00,4,Agresion Agravada,18.24719961,-67.11546756,Mayaguez
2016-07-20,12:00:00,9,Otros,NA,NA,Carolina
2016-07-20,11:21:00,9,Otros,18.38194437,-65.87617374,Carolina
2016-07-20,10:13:00,6,Apropiacion Ilegal,18.39525338,-66.0295822,San Juan
2016-07-20,12:30:00,6,Apropiacion Ilegal,18.15502242,-65.83556125,Humacao
2016-07-20,06:59:00,1,Asesinato,18.45225486,-66.25706188,Bayamon
2016-07-20,17:16:00,6,Apropiacion Ilegal,18.30044961,-66.35423474,Bayamon
2016-07-20,15:19:00,9,Otros,18.38866203,-65.971862,Carolina
2016-07-20,18:21:00,6,Apropiacion Ilegal,18.39789631,-66.1702418,Bayamon
2016-07-20,23:06:00,7,Vehiculo Hurtado,18.40606599,-66.18296345,Bayamon
2016-07-20,15:36:00,6,Apropiacion Ilegal,18.39586369,-66.0258525,San Juan
2016-07-20,16:00:00,5,Escalamiento,18.47551225,-67.03426524,Aguadilla
2016-07-20,18:00:00,3,Robo,18.32533504,-66.4018269,Arecibo
2016-07-20,15:21:00,6,Apropiacion Ilegal,18.39763631,-66.04411924,San Juan
2016-07-20,17:45:00,6,Apropiacion Ilegal,18.05028544,-67.06326761,Mayaguez
2016-07-20,08:30:00,6,Apropiacion Ilegal,17.99602832,-66.61633928,Ponce
2016-07-20,08:11:00,5,Escalamiento,18.08353247,-67.18946693,Mayaguez
2016-07-20,21:50:00,5,Escalamiento,18.33407739,-66.993293,Aguadilla
2016-07-20,17:33:00,9,Otros,18.38242445,-65.97774872,Carolina
2016-07-20,14:31:00,6,Apropiacion Ilegal,18.44474299,-66.0676106,San Juan
2016-07-20,17:45:00,3,Robo,18.01027094,-66.61525124,Ponce
2016-07-20,16:20:00,7,Vehiculo Hurtado,18.40083129,-66.03305427,San Juan
2016-07-20,22:41:00,9,Otros,18.44339569,-67.14294713,Aguadilla
2016-07-20,21:21:00,9,Otros,18.25549605,-66.68100155,Utuado
2016-07-20,08:54:00,6,Apropiacion Ilegal,18.2752832,-66.04065171,Caguas
2016-07-20,11:40:00,6,Apropiacion Ilegal,18.39587184,-66.0517517,San Juan
2016-07-20,19:36:00,6,Apropiacion Ilegal,18.39805213,-66.08855656,San Juan
2016-07-20,20:00:00,9,Otros,18.39436945,-67.11362659,Aguadilla
2016-07-20,11:00:00,9,Otros,NA,NA,Utuado
2016-07-20,12:25:00,5,Escalamiento,18.28303272,-66.75076228,Utuado
2016-07-20,15:37:00,9,Otros,18.38347118,-65.95423017,Carolina
2016-07-20,12:11:00,7,Vehiculo Hurtado,18.22156251,-66.0665893,Caguas
2016-07-20,14:02:00,9,Otros,NA,NA,Aguadilla
2016-07-20,01:20:00,4,Agresion Agravada,18.33789061,-65.89417399,Carolina
2016-07-20,22:08:00,8,Incendio Malicioso,18.47365955,-66.72003011,Arecibo
2016-07-20,08:00:00,4,Agresion Agravada,18.04650328,-66.50974723,Ponce
2016-07-20,17:10:00,3,Robo,18.32455951,-66.16282129,Bayamon
2016-07-20,12:00:00,5,Escalamiento,18.42584531,-66.01113697,Carolina
2016-07-20,17:14:00,6,Apropiacion Ilegal,18.44997966,-66.06563143,San Juan
2016-07-20,13:20:00,9,Otros,18.32516447,-65.97323245,Carolina
2016-07-20,10:30:00,5,Escalamiento,18.37811623,-66.00212563,Carolina
2016-07-20,08:00:00,9,Otros,18.47697504,-67.12898788,Aguadilla
2016-07-20,20:30:00,6,Apropiacion Ilegal,18.33236312,-67.15602777,Aguadilla
2016-07-20,12:30:00,5,Escalamiento,18.08033115,-66.35553017,Aibonito
2016-07-20,17:15:00,6,Apropiacion Ilegal,18.2178816,-66.03177593,Caguas
2016-07-20,13:00:00,4,Agresion Agravada,18.43640712,-66.45694545,Arecibo
2016-07-20,14:00:00,9,Otros,18.32623216,-65.87308845,Carolina
2016-07-20,17:00:00,5,Escalamiento,18.10649343,-66.15789414,Guayama
2016-07-20,13:43:00,5,Escalamiento,18.32301101,-66.18821117,Bayamon
2016-07-20,12:00:00,4,Agresion Agravada,18.04507442,-66.50952319,Ponce
2016-07-20,22:00:00,6,Apropiacion Ilegal,18.4847422,-66.81707334,Arecibo
2016-07-20,12:40:00,7,Vehiculo Hurtado,18.1882028,-66.30352658,Aibonito
2016-07-20,22:21:00,3,Robo,18.43858627,-66.06195305,San Juan
2016-07-20,20:50:00,9,Otros,NA,NA,Carolina
2016-07-20,07:47:00,7,Vehiculo Hurtado,18.44344894,-66.39478197,Bayamon
2016-07-20,15:45:00,9,Otros,18.3299291,-66.86929798,Utuado
2016-07-20,15:56:00,5,Escalamiento,18.39813703,-66.08519184,San Juan
2016-07-20,11:27:00,9,Otros,18.45865445,-67.16383525,Aguadilla
2016-07-20,15:45:00,6,Apropiacion Ilegal,18.35260115,-66.18609692,Bayamon
2016-07-20,21:21:00,6,Apropiacion Ilegal,18.20284803,-66.10799217,Caguas
2016-07-20,15:09:00,6,Apropiacion Ilegal,18.37448028,-65.72839669,Fajardo
2016-07-20,17:29:00,9,Otros,18.4227398,-65.98826975,Carolina
2016-07-20,00:00:00,5,Escalamiento,18.15566604,-65.82590479,Humacao
2016-07-20,22:33:00,3,Robo,18.32649195,-67.14956605,Aguadilla
2016-07-20,16:15:00,7,Vehiculo Hurtado,18.38959277,-66.08269848,San Juan
2016-07-20,14:30:00,6,Apropiacion Ilegal,18.13217469,-66.27455549,Aibonito
2016-07-20,02:00:00,5,Escalamiento,18.37907048,-67.19497194,Aguadilla
2016-07-20,12:45:00,5,Escalamiento,18.3145894,-67.00115623,Aguadilla
2016-07-20,09:03:00,2,Violacion,18.38473044,-66.0272951,San Juan
2016-07-20,22:55:00,7,Vehiculo Hurtado,18.43189838,-66.08827991,San Juan
2016-07-20,07:00:00,5,Escalamiento,18.37646166,-65.91568704,Carolina
2016-07-20,11:55:00,9,Otros,NA,NA,Carolina
2016-07-20,14:00:00,9,Otros,18.28733166,-65.91421258,Carolina
2016-07-20,16:45:00,6,Apropiacion Ilegal,17.96672546,-66.13135034,Guayama
2016-07-20,15:15:00,7,Vehiculo Hurtado,18.40359016,-66.01410081,San Juan
2016-07-20,18:11:00,3,Robo,18.40461098,-66.02880405,San Juan
2016-07-20,07:57:00,7,Vehiculo Hurtado,18.38216871,-66.166288840000007,Bayamon
2016-07-20,21:42:00,9,Otros,NA,NA,Aguadilla
2016-07-20,23:47:00,7,Vehiculo Hurtado,18.43186046,-66.14813174,Bayamon
2016-07-20,18:00:00,9,Otros,18.37288919,-67.05057978,Aguadilla
2016-07-20,11:00:00,6,Apropiacion Ilegal,18.1962331,-67.1457586,Mayaguez
2016-07-20,09:00:00,5,Escalamiento,NA,NA,Aguadilla
2016-07-20,06:00:00,5,Escalamiento,NA,NA,Carolina
2016-07-19,03:00:00,6,Apropiacion Ilegal,18.20692929,-67.13697007,Mayaguez
2016-07-19,18:31:00,9,Otros,18.38136499,-67.17756339,Aguadilla
2016-07-19,17:00:00,6,Apropiacion Ilegal,18.4854092,-66.81923302,Arecibo
2016-07-19,14:31:00,6,Apropiacion Ilegal,18.46497007,-66.11701304,San Juan
2016-07-19,20:00:00,4,Agresion Agravada,18.47065104,-66.73537704,Arecibo
2016-07-19,17:00:00,9,Otros,18.45651338,-67.15496094,Aguadilla
2016-07-19,00:08:00,3,Robo,18.41751428,-66.06440923,San Juan
2016-07-19,13:04:00,6,Apropiacion Ilegal,18.1903665,-66.05732706,Caguas
2016-07-19,10:20:00,6,Apropiacion Ilegal,18.29393956,-65.92009753,Carolina
2016-07-19,23:24:00,4,Agresion Agravada,18.48373239,-66.39966447,Bayamon
2016-07-19,06:00:00,9,Otros,18.43196737,-65.87865951,Carolina
2016-07-19,09:32:00,6,Apropiacion Ilegal,18.42969983,-66.05951429,San Juan
2016-07-19,16:00:00,4,Agresion Agravada,18.17010451,-67.13573658,Mayaguez
2016-07-19,07:29:00,5,Escalamiento,18.34688703,-66.10888068,Bayamon
2016-07-19,15:57:00,6,Apropiacion Ilegal,18.46497007,-66.11701304,San Juan
2016-07-19,18:11:00,5,Escalamiento,18.22418531,-66.0426041,Caguas
2016-07-19,18:05:00,9,Otros,NA,NA,Utuado
2016-07-19,08:48:00,5,Escalamiento,18.4429276,-66.02778239,Carolina
2016-07-19,18:30:00,6,Apropiacion Ilegal,NA,NA,Humacao
2016-07-19,18:05:00,9,Otros,NA,NA,Utuado
2016-07-19,20:40:00,6,Apropiacion Ilegal,17.99578016,-66.63497606,Ponce
2016-07-19,16:17:00,6,Apropiacion Ilegal,18.37036792,-66.37806586,Bayamon
2016-07-19,17:32:00,5,Escalamiento,18.14622679,-66.13426805,Caguas
2016-07-19,09:45:00,9,Otros,NA,NA,Aguadilla
2016-07-19,13:17:00,6,Apropiacion Ilegal,18.24070252,-66.04011071,Caguas
2016-07-19,09:45:00,3,Robo,18.03484486,-66.66508065,Ponce
2016-07-19,16:58:00,6,Apropiacion Ilegal,18.46846059,-66.13646508,Bayamon
2016-07-19,03:50:00,5,Escalamiento,18.3807699,-65.97818434,Carolina
2016-07-19,22:18:00,6,Apropiacion Ilegal,18.43143512,-66.00367157,Carolina
2016-07-19,01:45:00,4,Agresion Agravada,18.03679818,-66.8472566,Ponce
2016-07-19,01:45:00,4,Agresion Agravada,18.03679818,-66.8472566,Ponce
2016-07-19,04:00:00,5,Escalamiento,18.33730671,-65.91673527,Carolina
2016-07-19,16:27:00,5,Escalamiento,18.39495288,-66.03907432,San Juan
2016-07-19,18:59:00,5,Escalamiento,18.44494924,-66.0641433,San Juan
2016-07-19,03:30:00,5,Escalamiento,18.31486988,-65.97734157,Carolina
2016-07-19,08:49:00,6,Apropiacion Ilegal,18.22439241,-66.04727147,Caguas
2016-07-19,15:11:00,7,Vehiculo Hurtado,18.23227228,-65.90599724,Caguas
2016-07-19,13:15:00,5,Escalamiento,18.37182081,-66.179765,Bayamon
2016-07-19,22:00:00,6,Apropiacion Ilegal,18.03141159,-66.36666852,Ponce
2016-07-19,08:50:00,6,Apropiacion Ilegal,18.37649815,-66.02836176,Carolina
2016-07-19,17:20:00,6,Apropiacion Ilegal,18.46881264,-67.02363389,Aguadilla
2016-07-19,17:30:00,9,Otros,18.36454403,-67.15433549,Aguadilla
2016-07-19,06:00:00,9,Otros,18.37973938,-66.02511412,Carolina
2016-07-19,00:04:00,5,Escalamiento,18.44990645,-66.17188287,Bayamon
2016-07-19,05:00:00,5,Escalamiento,18.04645061,-66.46797062,Ponce
2016-07-19,18:35:00,9,Otros,18.27058805,-66.69787825,Utuado
2016-07-19,20:00:00,9,Otros,18.42753905,-67.15398048,Aguadilla
2016-07-19,19:45:00,7,Vehiculo Hurtado,18.00582891,-66.62047366,Ponce
2016-07-19,13:18:00,4,Agresion Agravada,18.47745883,-66.93685787,Arecibo
2016-07-19,09:00:00,9,Otros,18.33654054,-67.00079623,Aguadilla
2016-07-19,15:05:00,6,Apropiacion Ilegal,18.13648543,-67.11909342,Mayaguez
2016-07-19,06:00:00,7,Vehiculo Hurtado,18.23851611,-66.21104127,Aibonito
2016-07-19,10:50:00,9,Otros,18.39165139,-65.91848564,Carolina
2016-07-19,07:40:00,5,Escalamiento,18.40408503,-65.96386045,Carolina
2016-07-19,10:40:00,6,Apropiacion Ilegal,18.40787974,-66.1081481,Bayamon
2016-07-19,22:47:00,6,Apropiacion Ilegal,18.37421519,-65.81328644,Fajardo
2016-07-19,13:15:00,3,Robo,18.42656036,-65.88593222,Carolina
2016-07-19,08:00:00,5,Escalamiento,18.13478711,-66.12091766,Guayama
2016-07-19,15:30:00,6,Apropiacion Ilegal,18.45720002,-66.07241116,San Juan
2016-07-19,15:30:00,5,Escalamiento,18.1648679,-66.30845421,Aibonito
2016-07-19,05:30:00,9,Otros,18.49630578,-67.13525097,Aguadilla
2016-07-19,22:22:00,6,Apropiacion Ilegal,NA,NA,Fajardo
2016-07-19,01:00:00,5,Escalamiento,18.15160099,-65.8264356,Humacao
2016-07-19,20:00:00,6,Apropiacion Ilegal,18.15409123,-67.14545001,Mayaguez
2016-07-19,18:40:00,4,Agresion Agravada,18.03780867,-66.59081871,Ponce
